word	parts
riot	n|v
riotous	adj
rip	interj|n|v
ripe	adj|n|v
ripen	v
ripple	n|v
rise	n|v
rising	adj|n|prep|v
risk	n|v
risks	n|v
risky	adj
rite	adj|adv|interj|n
ritual	adj|n
rival	adj|n|v
rivalry	n
rive	n|v
riven	adj|v
river	n|v
rivers	n|v
rivet	n|v
riveting	adj|n|v
rivulet	n
road	adj|n
roam	n|v
roar	n|v
roast	adj|n|v
rob	n|v
robber	n
robbery	n
robe	n|v
robot	n
robots	n
robust	adj
rock	n|v
rocket	n|v
rocks	n|v
rocky	adj|n
rod	n|v
rodent	adj|n
roe	n
roil	v
roister	n|v
role	n
roll	n|v
roller	n|v
rollicking	adj|n|v
roman	adj|n
romance	adj|n|v
romantic	adj|n
roof	n|v
rookie	adj|n|v
room	adj|adv|n|v
roommate	n
roost	n|v
rooster	n
root	n|v
rope	n|v
rose	adj|n|v
roster	n|v
rostrum	n
rosy	adj|n|v
rot	n|v
rotary	adj|n
rotate	adj|v
rotation	n
rote	adj|n|v
rotten	adj|adv
rotund	adj
rough	adj|adv|n|v
roughen	v
roughly	adv
round	adj|adv|n|prep|v
roundabout	adj|n|v
rounded	adj|v
rouse	n|v
rout	n|v
route	n|v
routine	adj|n
routinely	adv
rove	n|v
row	n|v
rowdy	adj|n
rows	n|v
royal	adj|n
royalty	n
rub	n|v
rubber	adj|n|v
rubbery	adj
rubbish	adj|interj|n|v
rubble	n|v
rubicund	adj
ruby	adj|n|v
ruck	n|v
rucksack	n
rudder	n
ruddy	adj|adv|n|v
rude	adj
rudimentary	adj|n
rue	n|v
ruffian	adj|n|v
ruffle	n|v
rug	n|v
rugby	n|v
rugged	adj|v
ruin	n|v
ruinous	adj
ruins	n|v
rule	n|v
ruler	n|v
rules	n|v
rumble	interj|n|v
ruminant	adj|n
ruminate	adj|v
rumor	n|v
rumour	n|v
rumple	n|v
run	adj|n|v
rung	adj|n|v
runic	adj|n
runner	n
running	adj|adv|n|prep|v
runoff	n
rupture	n|v
rural	adj|n
ruse	n|v
rush	adj|n|v
russia	n
russian	adj|n|v
rust	n|v
rustic	adj|n
rustle	n|v
rustler	n
rustproof	adj|v
rusty	adj|n
rut	n|v
ruthless	adj
ruthlessness	n
saber	n|v
sabotage	n|v
saboteur	n
sac	n|v
saccharin	n
saccharine	adj|n
sack	n|v
sacrament	n|v
sacred	adj|v
sacrifice	n|v
sacrilege	n
sacrilegious	adj
sad	adj|interj|n|v
sadden	v
saddle	n|v
sadistic	adj
sadly	adv
sadness	n
safari	n|v
safe	adj|n|v
safeguard	n|v
safely	adv
safety	n|v
saga	n
sagacious	adj
sage	adj|interj|n|v
sail	n|v
sailing	adj|n|v
sailor	n
saint	n|v
saintly	adj
sake	n
salad	n
salary	adj|n|v
sale	n
sales	n
salesgirl	n
salesman	n
saleswoman	n
salient	adj|n
saliferous	adj
saline	adj|n
salinity	n
saliva	n|v
sallow	adj|n|v
salmon	adj|n|v
salt	adj|n|v
saltiness	n
salty	adj
salubrious	adj
salutary	adj
salutation	n
salute	n|v
salvage	n|v
salvation	n|v
salve	interj|n|v
same	adj|adv|interj|n|pron
sample	n|v
sampler	n
sanatorium	n
sanctify	v
sanctimonious	adj
sanction	n|v
sanctuary	n
sand	adj|n|v
sandal	n|v
sandwich	adj|n|v
sandy	adj|n
sane	adj|n
sangfroid	n
sanguine	adj|n|v
sanitary	adj|n
sanitation	n
sanity	n
sap	n|v
sapience	n
sapient	adj|n
sapling	n
sapphire	adj|n
sarcasm	n
sarcastic	adj
sardine	adj|n|v
sardonic	adj
sartorial	adj
sash	n|v
satanic	adj
sate	n|v
sated	adj|v
satellite	n|v
satiate	adj|v
satiated	adj|v
satiny	adj
satire	n
satiric	adj
satirical	adj
satirist	n
satirize	v
satisfaction	n
satisfactorily	adv
satisfactory	adj|n
satisfy	v
saturate	adj|n|v
saturated	adj|v
saturation	n
saturday	adv|n|v
saturn	n
saturnine	adj
sauce	n|v
saucer	n|v
saunter	n|v
sausage	n|v
savage	adj|n|v
savant	n
save	conj|n|prep|v
saving	adj|n|prep|v
savings	n
savor	n|v
savvy	adj|n|v
saw	interj|n|v
sawdust	n|v
say	adv|interj|n|v
saying	adj|n|v
scab	n|v
scabbard	n|v
scabrous	adj
scad	n
scads	n
scaffold	n|v
scaffolding	n|v
scald	adj|n|v
scalding	adj|n|v
scale	n|v
scaled	adj|v
scalpel	n|v
scamper	n|v
scan	n|v
scandal	n|phrase|v
scant	adj|adv|det|n|v
scanty	adj
scapegoat	n|v
scar	n|v
scarce	adj|adv|n
scarcely	adv
scarcity	n
scare	adj|n|v
scarf	n|v
scarlet	adj|n|v
scarp	n|v
scathe	n|v
scathing	adj|v
scatter	n|v
scavenger	n|v
scenario	n
scene	interj|n|v
scenery	n
scenic	adj|n
scent	n|v
sceptical	adj
schedule	n|v
schematic	adj|n
schematize	v
scheme	n|v
schism	n|v
scholar	n
scholarly	adj|adv
scholarship	n|v
school	n|v
schoolbag	n
schoolmate	n
science	n|v
scientific	adj
scientist	n
scientists	n
scintillate	v
scion	n
scission	n
scissor	n|v
scissors	interj|n|v
scoff	n|v
scold	n|v
scoop	n|v
scooter	n|v
scope	n|v
scorch	n|v
scorching	adj|n|v
score	interj|n|v
scores	n|v
scorn	n|v
scornful	adj
scorpion	adj|n
scotch	adj|n|v
scotland	n
scotsman	n
scottish	adj|n
scour	n|v
scourge	n|v
scout	n|v
scowl	n|v
scramble	interj|n|v
scrap	n|v
scrape	n|v
scraping	n|v
scrappy	adj
scratch	adj|n|v
scrawl	n|v
scream	n|v
screed	adj|n|v
screen	n|v
screw	n|v
screwdriver	n
scribble	n|v
script	n|v
scripture	n
scroll	n|v
scrub	adj|n|v
scrumptious	adj
scruple	n|v
scrupulous	adj
scrupulously	adv
scrutable	adj
scrutinize	v
scrutiny	n|v
scuba	n|v
scud	adj|n|v
scuff	n|v
scuffle	n|v
sculpt	n|v
sculptor	n
sculptural	adj
sculpture	n|v
scum	n|v
scurrilous	adj
scurry	n|v
scurvy	adj|n
scutter	n|v
scuttle	n|v
scythe	n|v
sea	n
seabed	n
seafaring	adj|n
seafood	n
seagull	n|v
seal	n|v
seam	n|v
seaman	n
seamen	n
seamount	n
seamy	adj
seaport	n
sear	adj|n|v
search	n|v
seashell	adj|n|v
seashore	n
seaside	adj|adv|n
season	n|v
seasonal	adj|n
seasoned	adj|v
seasoning	n|v
seat	n|v
seats	n|v
seaweed	n
secede	v
seclude	v
seclusion	n
second	adj|adv|n|v
second-hand	adj
secondary	adj|n
secondhand	adj|adv|n
secondly	adv
secret	adj|n|v
secretary	n|v
secrete	adj|v
secretin	n
secretion	n
secretive	adj
sect	n
section	n|v
sectional	adj|n
sector	n
secular	adj|n
secure	adj|v
securely	adv
securities	n
security	n
sedate	adj|v
sedative	adj|n
sedentary	adj|n
sediment	n|v
sedimentary	adj|n
sedition	n
seditious	adj
seduce	v
sedulity	n
sedulous	adj
see	interj|n|v
seed	n|v
seedling	n
seek	n|v
seem	v
seemingly	adv
seemly	adj|adv
seep	n|v
seethe	n|v
segment	n|v
segregate	adj|n|v
seine	n|v
seismic	adj
seismograph	n
seismology	n
seize	v
seldom	adj|adv
select	adj|n|v
selection	n
self	adj|n|pron|v
self-abasement	n
self-absorbed	adj
self-assertion	n
self-defense	n
self-discipline	n
self-sufficient	adj
selfish	adj
selfishness	n
sell	n|v
seller	n
semblance	n
semester	n
semiarid	adj
semicircle	n|v
semiconductor	n
semiliterate	adj|n
semimolten	adj
seminal	adj|n
seminar	n|v
seminary	adj|n
seminate	v
senate	n
senator	n
send	n|v
senile	adj|n
senior	adj|n
sensation	n
sensational	adj
sense	n|v
senseless	adj
sensibility	n
sensible	adj|n
sensitive	adj|n
sensitivity	n
sensitization	n
sensitize	v
sensor	n
sensory	adj|n
sensual	adj
sensuous	adj
sentence	n|v
sentences	n|v
sententious	adj
sentient	adj|n
sentiment	n
sentimental	adj
sentimentalism	n
sentimentalize	v
sentinel	n|v
sentry	n
separate	adj|n|v
separately	adv
separation	n
september	n
septic	adj|n
sepulchral	adj
sequacious	adj
sequela	n
sequence	n|v
sequential	adj
sequester	n|v
sequestrate	adj|v
seraphic	adj
sere	adj|n
serenade	n|v
serendipity	n
serene	adj|n|v
serenity	n
serfdom	n
serial	adj|n|v
series	n
serious	adj|adv
seriously	adv
sermon	n|v
sermonize	v
serpent	n|v
serpentine	adj|n|v
serrate	adj|v
serrated	adj|v
serried	adj|v
servant	n|v
serve	n|v
service	n|v
serviceable	adj
servile	adj|n
servitude	n
session	n|v
set	adj|n|v
setback	n
setting	adj|n|v
settle	n|v
settled	adj|v
settlement	n
settler	n
seven	n|num
seventeen	num
seventh	adj|n
seventy	n|num
sever	v
several	adj|adv|det|n
severe	adj|n
severely	adv
sew	n|v
sewage	n
sewer	n|v
sewerage	n
sex	n|v
sextant	n
sexual	adj|n
shabby	adj|v
shack	adj|n|v
shackle	n|v
shade	n|v
shadow	adj|n|v
shadowy	adj
shady	adj|n
shaft	n|v
shake	n|v
shaky	adj
shale	n|v
shall	v
shallow	adj|n|v
sham	adj|n|v
shamble	n|v
shambles	n|v
shame	adj|interj|n|v
shameful	adj
shameless	adj
shampoo	n|v
shanghai	n|v
shanty	adj|n|v
shape	n|v
shard	n|v
share	n|v
shark	n|v
sharp	adj|adv|n|v
sharpen	v
sharpener	n
sharply	adv
shatter	n|v
shattered	adj|v
shave	n|v
shaver	n
shavings	n
shawl	n|v
she	det|n|pron|v
sheaf	n|v
shear	adj|n|v
sheath	n|v
sheathe	v
shed	adj|n|v
sheen	adj|n|v
sheep	n
sheer	adj|adv|n|v
sheet	n|v
shelf	n|v
shell	n|v
shellfish	n
shelter	n|v
sheltered	adj|v
shelve	n|v
shepherd	n|v
sheriff	n|v
shibboleth	n
shield	n|v
shift	n|v
shiftiness	n
shifting	n|v
shiftless	adj
shilling	n|v
shimmer	n|v
shine	n|v
shingle	n|v
shining	adj|n|v
shiny	adj|n
ship	n|v
shipbuilding	n
shipload	n
shipment	n
shipshape	adj|adv
shipwreck	n|v
shipwright	n
shirk	n|v
shirt	n|v
shiver	n|v
shoal	adj|n|v
shock	adj|n|v
shocked	adj|v
shocking	adj|n|v
shoddy	adj|n
shoe	n|v
shoes	n|v
shoot	interj|n|v
shooting	adj|n|v
shop	interj|n|v
shopkeeper	n
shoplift	n|v
shopping	n|v
shopworn	adj
shore	adj|adv|interj|n|v
short	adj|adv|n|prep|v
short-range	adj
shortage	n
shortcoming	n
shortcut	n|v
shorten	n|v
shortfall	n
shorthand	n|v
shortly	adv
shorts	n|v
shot	adj|interj|n|v
should	n|v
shoulder	n|v
shout	n|v
shove	n|v
shovel	n|v
show	n|v
shower	n|v
showy	adj
shred	adj|n|v
shrewd	adj
shriek	n|v
shrill	adj|n|v
shrimp	n|v
shrine	n|v
shrink	n|v
shrinkage	n
shrivel	v
shroud	n|v
shrub	n|v
shrug	n|v
shuck	n|v
shudder	n|v
shuffle	n|v
shun	v
shunt	n|v
shut	adj|n|v
shutter	n|v
shuttle	n|v
shy	adj|n|v
shyness	n
sibilant	adj|n
sibling	n
sibyl	n
sick	adj|n|v
sicken	v
sickness	n
side	adj|adv|n|v
sidereal	adj
sideshow	n
sidesplitting	adj
sidestep	n|v
sideway	adj|adv|n
sideways	adj|adv|n
sidle	n|v
siege	n|v
sieve	n|v
sift	n|v
sigh	interj|n|v
sight	n|v
sightseeing	n|v
sign	n|v
signal	adj|n|v
signatory	adj|n
signature	adj|n|v
significance	n
significant	adj|n
signify	v
silence	interj|n|v
silent	adj|n
silica	n
silicate	n
silicon	n
silk	n|v
sill	adj|n
silly	adj|adv|n
silt	n|v
silver	adj|n|v
silversmith	n
simian	adj|n
similar	adj|n
similarity	n
similarly	adv
simile	n
simper	n|v
simple	adj|n|v
simpleton	n
simplicity	n
simplify	v
simply	adv
simulate	adj|v
simultaneous	adj
simultaneously	adv
sin	n|v
since	adv|conj|prep
sincere	adj|n
sincerely	adv
sincerity	n
sinecure	adj|n|v
sinew	n|v
sing	n|v
singe	n|v
singer	n
single	adj|n|v
singular	adj|n
singularity	n
sinister	adj
sink	n|v
sinuous	adj
sip	n|v
sir	adj|n|v
siren	adj|n|v
sister	n|v
sit	n|v
site	n|v
sites	n|v
sitting-room	n
situated	adj|v
situation	n
six	n|num
sixteen	num
sixteenth	adj|n
sixth	adj|n|v
sixty	n|num
size	n|v
sizes	n|v
sizzler	n
skate	adj|n|v
skateboard	n|v
skating	n|v
skein	n|v
skeleton	n|v
skeptic	adj|n
skeptical	adj
skepticism	n
sketch	adj|n|v
sketchy	adj
skew	adj|adv|n|v
skewer	adj|n|v
ski	n|v
skiff	n|v
skiing	n|v
skill	adj|n|v
skilled	adj|v
skillet	n|v
skillful	adj
skillfully	adv
skills	n|v
skim	adj|n|v
skimp	adj|n|v
skimpy	adj|n
skin	n|v
skinflint	n
skip	n|v
skipping	n|v
skirmish	n|v
skirt	n|v
skit	n|v
skittish	adj
skulk	n|v
skull	n|v
skullduggery	n
skunk	n|v
sky	n|v
skyrocket	n|v
skyscraper	n
slab	adj|n|v
slack	adj|adv|n|v
slacken	v
slag	n|v
slake	n|v
slam	n|v
slander	n|v
slanderous	adj
slang	n|v
slant	adj|n|v
slap	adj|adv|n|v
slapdash	adj|adv|v
slash	adv|conj|n|v
slate	adj|n|v
slaughter	n|v
slave	n|v
slaver	n|v
slavery	adj|n
slavish	adj|n
slay	adj|interj|n|v
sleazy	adj
sledge	n|v
sledgehammer	adj|n|v
sleep	n|v
sleeping	adj|n|v
sleepy	adj|n
sleeve	n|v
sleigh	adj|n|v
sleight	n
slender	adj|n|v
slew	n|v
slice	adj|n|v
slick	adj|adv|n|v
slide	n|v
slight	adj|n|v
slightly	adv
slim	adj|n|v
slime	n|v
slimy	adj|n
sling	n|v
slip	n|v
slippage	n
slipper	adj|n|v
slippery	adj
slipshod	adj
slit	adj|n|v
slither	adj|n|v
sliver	n|v
slobber	n|v
slogan	n
sloop	n
slope	adj|adv|n|v
sloping	adj|n|v
sloppy	adj|n
slot	n|v
sloth	n|v
slothful	adj
slouch	n|v
slough	n|v
sloven	n
slovenly	adj|adv
slow	adj|adv|n|v
slowly	adv
slue	n|v
slug	n|v
sluggard	n
sluggish	adj
sluice	n|v
slum	n|v
slumber	n|v
slump	n|v
slur	n|v
slurp	n|v
sly	adj|adv|n
smack	adv|n|v
small	adj|adv|n|v
smarmy	adj
smart	adj|n|v
smash	n|v
smattering	n|v
smear	n|v
smell	n|v
smelly	adj|n
smelting	n|v
smile	n|v
smirch	n|v
smirk	adj|n|v
smog	n|v
smoke	n|v
smoker	n
smokers	n
smoking	adj|n|v
smooth	adj|adv|n|v
smoothly	adv
smother	n|v
smudge	n|v
smug	adj|n|v
smuggle	v
snack	n|v
snacks	n|v
snag	n|v
snail	n|v
snake	n|v
snap	adj|interj|n|v
snappish	adj
snappy	adj
snare	n|v
snarl	n|v
snatch	n|v
sneak	adj|n|v
sneaker	n
sneaking	adj|n|v
sneer	n|v
sneeze	n|v
snicker	n|v
snide	adj|n
sniff	interj|n|v
snip	n|v
snippet	n|v
snitch	n|v
snob	n
snobbish	adj
snore	n|v
snow	adj|n|v
snowball	adj|n|v
snowdrift	n
snowflake	n|v
snowman	n
snowstorm	n
snowy	adj|n
snub	adj|n|v
snug	adj|n|v
snuggle	n|v
so	adj|adv|conj|interj|n|pron
so-called	adj
soak	n|v
soap	n|v
soar	n|v
soaring	adj|n|v
sob	n|v
sober	adj|n|v
sobriety	n
soccer	n|v
sociable	adj|n
social	adj|n
socialism	n
socialist	adj|n
society	n
sociology	n
sock	adj|interj|n|v
socket	n|v
socks	n|v
sod	adj|interj|n|v
soda	n
sodden	adj|v
sodium	n
sofa	n|v
soft	adj|adv|interj|n
softball	n
soften	v
softly	adv
softness	n
software	n
softwood	n
soggy	adj
soil	n|v
sojourn	n|v
solace	n|v
solar	adj|n
solder	n|v
soldier	n|v
sole	adj|n|v
solely	adv
solemn	adj
solemnity	n
solicit	n|v
solicitor	n
solicitous	adj
solicitude	n
solid	adj|adv|n
solidarity	n
solidify	v
solitary	adj|n
solitude	n
solo	adj|adv|n|v
soloist	n
soluble	adj
solution	n|v
solvable	adj
solve	n|v
solvent	adj|n
somatic	adj
somber	adj|v
some	adv|det|pron
somebody	n|pron
somehow	adv
someone	n|pron
something	adj|adv|n|pron|v
sometime	adj|adv
sometimes	adj|adv
somewhat	adv|n|pron
somewhere	adv|n
somnolent	adj
son	n|phrase|v
sonata	n
song	n
sonnet	n|v
sonorous	adj
soon	adj|adv|n
soot	n|v
soothe	v
sop	n|v
sophism	n
sophisticate	adj|n|v
sophisticated	adj|v
sophistication	n
sophistry	n
sophomore	adj|n
soporific	adj|n
sopping	adj|n|v
sorcery	n
sordid	adj
sore	adj|adv|n|v
sorrow	n|v
sorrowful	adj
sorry	adj|interj|n|v
sort	n|v
soul	adj|n|v
sound	adj|adv|interj|n|v
soundproof	adj|v
soup	n|v
sour	adj|n|v
source	n|v
sources	n|v
souse	adv|n|v
south	adj|adv|n|v
southeast	adj|adv|n
southern	adj|n
southwards	adv|n
southwest	adj|adv|n
souvenir	n|v
souvenirs	n|v
sovereign	adj|n|v
sovereignty	n
soviet	adj|n
sow	n|v
soy	adj|n|v
soybean	n
space	n|v
space shuttle	n
spacecraft	n
spaceship	n
spacious	adj
spackle	n|v
spade	n|v
spain	n
span	n|v
spangle	n|v
spanish	adj|n|v
spank	n|v
spanking	adj|adv|n|v
spare	adj|n|v
sparing	adj|n|v
sparingly	adv
spark	n|v
sparkle	n|v
sparring	n|v
sparrow	n
sparse	adj|v
sparsely	adv
spartan	adj|n
spasmodic	adj|n
spat	n|v
spate	n|v
spatial	adj
spatula	n|v
spawn	n|v
speak	n|v
speaker	n
speaking	adj|interj|n|v
spear	adj|n|v
special	adj|n|v
specialist	adj|n
speciality	n
specialize	v
specialized	adj|v
specially	adv
specialty	n
species	n
specific	adj|n
specifically	adv
specification	n
specifics	n
specified	adj|v
specify	v
specimen	n
specious	adj
speck	n|v
spectacle	n
spectacular	adj|n
spectacularly	adv
spectator	n
specter	n
spectra	n
spectral	adj
spectrum	n
speculate	v
speculation	n
speculative	adj
speech	n|v
speed	interj|n|v
speedy	adj|n|v
speleology	n
spell	n|v
spelling	n|v
spend	n|v
spending	n|v
spendthrift	adj|n
spew	n|v
sphere	n|v
spherical	adj
spice	n|v
spicy	adj
spider	n|v
spike	n|v
spiky	adj
spill	n|v
spin	n|v
spinach	n
spinal	adj|n
spindly	adj
spine	n
spined	adj
spineless	adj
spinet	n
spinning	n|v
spiny	adj|n
spiral	adj|n|v
spire	n|v
spirit	n|v
spiritual	adj|n
spit	n|v
spite	n|prep|v
splash	n|v
splashy	adj
spleen	n|v
splendid	adj
splendor	n
splice	n|v
splint	n|v
split	adj|n|v
splurge	n|v
spoil	n|v
spoilage	n
spoke	n|v
spoken	adj|v
spokesman	n
sponge	n|v
spongy	adj
sponsor	n|v
spontaneity	n
spontaneous	adj
spontaneously	adv
spoof	adj|n|v
spool	n|v
spoon	n|v
spoonful	n
spoons	adj|n|v
spoor	n|v
sporadic	adj
sporadically	adv
sport	n|v
sports	n|v
sportsman	n
sportswear	n
spot	adj|n|v
spotless	adj
spotlight	n|v
spouse	n|v
spout	n|v
sprain	n|v
sprawl	n|v
sprawling	adj|n|v
spray	n|v
spread	n|v
sprig	n|v
sprightly	adj|adv
spring	adj|n|v
springboard	n|v
springtime	n
springwater	n
sprinkle	n|v
sprint	n|v
sprout	n|v
spruce	adj|n|v
spunk	n|v
spur	n|v
spurious	adj
spurn	n|v
spurt	n|v
spy	n|v
squabble	n|v
squad	n|v
squalid	adj|n
squall	n|v
squalor	n
squander	v
square	adj|adv|n|v
squarely	adv
squash	interj|n|v
squat	adj|n|v
squeak	n|v
squeamish	adj
squeeze	n|v
squelch	n|v
squid	n|v
squint	adj|n|v
squirrel	n|v
squirt	n|v
stab	adj|n|v
stability	n
stabilize	v
stable	adj|n|v
staccato	adj|adv|n
stack	n|v
stadium	n
staff	n|v
stage	n|v
stagecoach	n|v
stagger	n|v
staggering	adj|n|v
stagnant	adj
stagy	adj
staid	adj|v
stain	n|v
stained	adj|v
stainless	adj|n
stair	n
staircase	n|v
stairs	n
stairway	n
stake	n|v
stale	adj|n|v
stalemate	n|v
stalk	n|v
stall	n|v
stalwart	adj|n
stamina	n
stammer	n|v
stamp	n|v
stance	n|v
stanch	adj|adv|n|v
stand	n|v
standard	adj|interj|n
standardize	v
standardized	adj|v
standards	n
standing	adj|n|v
standpoint	n
standstill	n
stanza	n
staple	adj|n|v
star	n|v
star-crossed	adj
starch	adj|n|v
starchy	adj
stardom	n
stare	n|v
starfish	n|v
stark	adj|adv|n|v
start	adv|n|v
starter	n
starting	n|v
startle	n|v
startling	adj|n|v
starvation	n
starve	v
stash	n|v
stasis	n
state	adj|n|v
stately	adj|adv
statement	adj|n|v
states	n|v
statesman	n
static	adj|n
station	n|v
stationary	adj|n
stationery	adj|n
stations	n|v
statistical	adj
statistics	n|v
statuary	adj|n
statue	n|v
stature	n
status	n
statute	n
statutory	adj
stay	adj|adv|n|phrase|v
steadfast	adj
steadily	adv
steady	adj|adv|interj|n|phrase|v
steak	n|v
steal	n|v
stealth	adj|n|v
steam	adj|n|v
steamer	n|v
steel	adj|n|v
steep	adj|n|v
steeple	n|v
steer	n|v
steering	n|v
stellar	adj
stem	n|v
stench	n|v
stencil	n|v
stentorian	adj
step	n|v
steps	n|v
stereo	adj|n|v
stereophotograph	n
stereotype	adj|n|v
stereotyped	adj|v
sterile	adj
sterilize	v
sterling	adj|n
stern	adj|n|v
stethoscope	n|v
stew	n|v
steward	n|v
stewardess	n
stick	adj|n|v
stickler	n
stickpin	n
sticky	adj|n|v
stiff	adj|adv|n|v
stiffen	v
stiffness	n
stifle	n|v
stigma	n
stigmatize	v
still	adj|adv|n|v
stillness	n
stilt	n|v
stilted	adj|v
stimulant	adj|n
stimulate	v
stimulation	n
stimuli	n
stimulus	n
sting	n|v
stinginess	n
stingy	adj
stint	n|v
stipend	n|v
stipple	n|v
stipulate	adj|v
stipulation	n
stir	n|v
stitch	n|v
stock	adj|n|v
stockade	n|v
stockholder	n
stocking	n|v
stocky	adj
stodgy	adj
stoic	adj|n
stoke	n|v
stolid	adj
stomach	n|v
stomachache	n
stone	adj|adv|n|v
stonemason	n
stones	n|v
stonewall	adj|n|v
stony	adj|n
stool	n|v
stoop	n|v
stop	n|v
stopwatch	n|v
storage	n|v
store	n|v
storehouse	n|v
stores	n|v
storey	n
storm	n|v
stormy	adj|n
story	interj|n|v
stout	adj|n|v
stouthearted	adj
stove	n|v
stowaway	n
straggle	n|v
straight	adj|adv|n|v
straighten	v
straightforward	adj|adv
strain	n|v
strait	adj|adv|n|v
strand	n|v
stranded	adj|v
strange	adj|n|v
stranger	adj|n|v
strangler	n
strangulation	n
strap	n|v
strata	n
stratagem	n
strategic	adj
strategy	n
stratify	v
stratum	n
straw	adj|n|v
strawberry	adj|n|v
stray	adj|n|v
streak	n|v
stream	n|v
streamline	n|v
street	adj|n|v
strength	n|v
strengthen	v
strenuous	adj
strenuously	adv
stress	n|v
stressful	adj
stretch	n|v
strew	v
striate	adj|v
striated	adj|v
strict	adj
strictly	adv|n
stricture	n
stride	n|v
strident	adj|n
strife	n
strike	n|v
striking	adj|n|v
strikingly	adv
string	n|v
stringent	adj
strings	n|v
strip	n|v
stripe	n|v
strive	n|v
stroke	n|v
stroll	n|v
strong	adj|adv|n
stronger	adj
strongly	adv
structural	adj|n
structure	n|v
struggle	n|v
strut	adj|n|v
stub	n|v
stubborn	adj|n
stubbornness	n
student	adj|n
studied	adj|v
studies	n|v
studio	n
study	n|v
stuff	n|v
stuffy	adj|n
stultify	v
stumble	n|v
stun	n|v
stunning	adj|n|v
stunt	n|v
stupefy	v
stupendous	adj
stupid	adj|adv|n
stupor	n|v
sturdy	adj|n
stutter	n|v
stygian	adj|n
style	n|v
styles	n|v
stylized	adj|v
stylus	n
stymie	n|v
subcommittee	n
subdiscipline	n
subdivide	v
subdivision	n|v
subduct	v
subdue	v
subdued	adj|v
subject	adj|n|v
subjected	v
subjection	n
subjective	adj|n
subjects	n|v
subjugate	adj|n|v
subjugation	n
sublimate	n|v
sublime	adj|n|v
subliminal	adj|n
submarine	adj|n|v
submerge	v
submerged	adj|v
submission	n
submissive	adj|n
submit	v
subordinate	adj|n|v
suborn	v
subpoena	n|v
subscribe	v
subscript	adj|n|v
subscription	n
subsection	n|v
subsequent	adj|n
subsequently	adv
subside	v
subsidiary	adj|n
subsidize	v
subsidy	n
subsist	v
subsistence	n
subspecies	n
substance	n|v
substantial	adj|n
substantially	adv
substantiate	v
substantive	adj|n|v
substitute	n|v
substratum	n
subsume	v
subterfuge	n
subterranean	adj|n
subtitle	n|v
subtitles	n
subtle	adj|n|v
subtract	v
subtraction	n
subtractive	adj
suburb	n
suburbanite	n
suburbanization	n
subvention	n|v
subversive	adj|n
subvert	n|v
subway	n|v
succeed	v
success	n
successful	adj
successfully	adv
succession	n
successive	adj
successor	n
succinct	adj|adv
succor	n|v
succumb	v
such	det|n|pron
suck	n|v
sudden	adj|adv|n
suddenly	adv
sue	n|v
suffer	v
suffering	adj|n|v
suffice	v
sufficiency	n
sufficient	adj|det
sufficiently	adv
suffocate	adj|v
suffrage	n
suffragist	adj|n
suffuse	adj|v
sugar	interj|n|v
suggest	v
suggestion	n
suggestions	n
suggestive	adj
suicide	n|v
suit	n|v
suitable	adj
suitcase	n|v
suite	n
suited	adj|v
sulfur	adj|n|v
sulky	adj|n
sullen	adj|n|v
sully	n|v
sulphur	n|v
sultry	adj
sum	det|n|pron|v
summarily	adv
summarize	v
summary	adj|n
summation	n
summer	adj|n|v
summit	n|pron|v
summon	n|v
sumptuous	adj
sun	n|v
sunburn	n|v
sunburnt	adj|v
sunday	adv|n|v
sunder	adj|n|v
sundial	n
sundry	adj|adv|n|pron
sunflower	n
sunglasses	n
sunlight	n|v
sunlit	adj
sunny	adj|adv|n
sunrise	n|v
sunset	n|v
sunshine	adj|n
super	adj|adv|n|v
superannuated	adj|v
superb	adj
supercilious	adj
supercontinent	n
superficial	adj|n
superficiality	n
superficially	adv
superfluity	n
superfluous	adj
superheat	n|v
superimpose	v
superintend	v
superintendent	adj|n
superior	adj|n
superiority	n
superlative	adj|n
superman	n
supermarket	n
supernatural	adj|n
supernova	n
supersede	n|v
supersonic	adj|n
superstition	n
superstitious	adj
superstructure	n
supervise	v
supervision	n
supervisor	n
supine	adj|n
supper	n|v
supplant	v
supple	adj|n|v
supplement	n|v
supplementary	adj|n
supplementation	n
suppliant	adj|n
supplicant	adj|n
supplicate	v
supply	adv|n|v
support	n|v
suppose	v
supposedly	adv
supposition	n
suppress	v
supremacy	n
supreme	adj|n|v
supremely	adv
surcharge	n|v
sure	adj|adv|interj
surely	adv
surface	n|v
surfeit	adj|n|v
surge	n|v
surgeon	n
surgery	n
surging	n|v
surly	adj|adv
surmise	n|v
surmount	v
surname	n|v
surpass	v
surpassingly	adv
surplus	adj|n|v
surprise	interj|n|v
surprising	adj|n|v
surprisingly	adv
surrealism	n
surrender	n|v
surreptitious	adj
surrogate	adj|n|v
surround	n|v
surrounding	adj|n|v
surroundings	n
surveillance	n
survey	n|v
surveyor	n
survivability	n
survival	n
survive	v
survivor	n
susceptibility	n
susceptible	adj|n
suspect	adj|n|v
suspend	v
suspender	n
suspense	adj|n
suspension	n
suspicion	n|v
suspicious	adj
sustain	n|v
sustained	adj|v
sustenance	n
suture	n|v
svelte	adj
swagger	adj|n|v
swallow	n|v
swamp	n|v
swampy	adj
swan	n|v
swank	adj|n|v
swap	n|v
swarm	n|v
